=== SIGNAL-ONLY TRACE: ACCUMULATION ===

============================================================================================================================================
 ACCOUNT: Islam
============================================================================================================================================
Gap #001 | CurLen: 146 | Prev1:  82 | Prev2:   0 | Bets: 53 | Result: LATE HIT
    T+24 | SEQ: 53794 | POS: 91 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+25 | SEQ: 53795 | POS: 92 | [V5_EARLY_S  ] | [accumula|accumula|attack  ]
    T+26 | SEQ: 53796 | POS: 93 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 53797 | POS: 94 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+28 | SEQ: 53798 | POS: 95 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+29 | SEQ: 53799 | POS: 96 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+30 | SEQ: 53800 | POS: 97 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+31 | SEQ: 53801 | POS: 98 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+32 | SEQ: 53802 | POS: 99 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+33 | SEQ: 53803 | POS:100 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+34 | SEQ: 53804 | POS:101 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+35 | SEQ: 53805 | POS:102 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+36 | SEQ: 53806 | POS:103 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T+37 | SEQ: 53807 | POS:104 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+38 | SEQ: 53808 | POS:105 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+39 | SEQ: 53809 | POS:106 | [   WAITING  ] | [attack  |shield  |goldSack]
    T+40 | SEQ: 53810 | POS:107 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+41 | SEQ: 53811 | POS:108 | [   WAITING  ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+42 | SEQ: 53812 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+43 | SEQ: 53813 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+44 | SEQ: 53814 | POS:111 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+45 | SEQ: 53815 | POS:112 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+46 | SEQ: 53816 | POS:113 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+47 | SEQ: 53817 | POS:114 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+48 | SEQ: 53818 | POS:115 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+49 | SEQ: 53819 | POS:116 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+50 | SEQ: 53820 | POS:117 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+51 | SEQ: 53821 | POS:118 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+52 | SEQ: 53822 | POS:119 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+53 | SEQ: 53823 | POS:120 | [R02_IDEAL_RA] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #076 | CurLen:  30 | Prev1: 120 | Prev2: 123 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 53845 | POS: 22 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 53846 | POS: 23 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-03 | SEQ: 53847 | POS: 24 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 53848 | POS: 25 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-01 | SEQ: 53849 | POS: 26 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 53850 | POS: 27 | [   WAITING  ] | [coin    |steal   |spins   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 53851 | POS: 28 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+02 | SEQ: 53852 | POS: 29 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+03 | SEQ: 53853 | POS: 30 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #077 | CurLen:  22 | Prev1:   0 | Prev2:   0 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 53996 | POS: 14 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 53997 | POS: 15 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-03 | SEQ: 53998 | POS: 16 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-02 | SEQ: 53999 | POS: 17 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-01 | SEQ: 54000 | POS: 18 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 54001 | POS: 19 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 54002 | POS: 20 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #079 | CurLen: 124 | Prev1: 134 | Prev2:  20 | Bets: 53 | Result: LATE HIT
    T-09 | SEQ: 54193 | POS: 57 | [   WAITING  ] | [attack  |coin    |shield  ]
    T-08 | SEQ: 54194 | POS: 58 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-07 | SEQ: 54195 | POS: 59 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 54196 | POS: 60 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T-05 | SEQ: 54197 | POS: 61 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 54198 | POS: 62 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T-03 | SEQ: 54199 | POS: 63 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-02 | SEQ: 54200 | POS: 64 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 54201 | POS: 65 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+00 | SEQ: 54202 | POS: 66 | [V5_EARLY_S  ] | [steal   |spins   |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 54203 | POS: 67 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 54204 | POS: 68 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+03 | SEQ: 54205 | POS: 69 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 54206 | POS: 70 | [V5_EARLY_S  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+05 | SEQ: 54207 | POS: 71 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+06 | SEQ: 54208 | POS: 72 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+07 | SEQ: 54209 | POS: 73 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+08 | SEQ: 54210 | POS: 74 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+09 | SEQ: 54211 | POS: 75 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T+10 | SEQ: 54212 | POS: 76 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+11 | SEQ: 54213 | POS: 77 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+12 | SEQ: 54214 | POS: 78 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+13 | SEQ: 54215 | POS: 79 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+14 | SEQ: 54216 | POS: 80 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 54217 | POS: 81 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+16 | SEQ: 54218 | POS: 82 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+17 | SEQ: 54219 | POS: 83 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+18 | SEQ: 54220 | POS: 84 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+19 | SEQ: 54221 | POS: 85 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+20 | SEQ: 54222 | POS: 86 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+21 | SEQ: 54223 | POS: 87 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+22 | SEQ: 54224 | POS: 88 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+23 | SEQ: 54225 | POS: 89 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+24 | SEQ: 54226 | POS: 90 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+25 | SEQ: 54227 | POS: 91 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+26 | SEQ: 54228 | POS: 92 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+27 | SEQ: 54229 | POS: 93 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+28 | SEQ: 54230 | POS: 94 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+29 | SEQ: 54231 | POS: 95 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+30 | SEQ: 54232 | POS: 96 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+31 | SEQ: 54233 | POS: 97 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+32 | SEQ: 54234 | POS: 98 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+33 | SEQ: 54235 | POS: 99 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+34 | SEQ: 54236 | POS:100 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+35 | SEQ: 54237 | POS:101 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T+36 | SEQ: 54238 | POS:102 | [V5_EARLY_S  ] | [shield  |goldSack|goldSack]
    T+37 | SEQ: 54239 | POS:103 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+38 | SEQ: 54240 | POS:104 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+39 | SEQ: 54241 | POS:105 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+40 | SEQ: 54242 | POS:106 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+41 | SEQ: 54243 | POS:107 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+42 | SEQ: 54244 | POS:108 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+43 | SEQ: 54245 | POS:109 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+44 | SEQ: 54246 | POS:110 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+45 | SEQ: 54247 | POS:111 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+46 | SEQ: 54248 | POS:112 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *SUB-DUP*
    T+47 | SEQ: 54249 | POS:113 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+48 | SEQ: 54250 | POS:114 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+49 | SEQ: 54251 | POS:115 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+50 | SEQ: 54252 | POS:116 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+51 | SEQ: 54253 | POS:117 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+52 | SEQ: 54254 | POS:118 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+53 | SEQ: 54255 | POS:119 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+54 | SEQ: 54256 | POS:120 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+55 | SEQ: 54257 | POS:121 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+56 | SEQ: 54258 | POS:122 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+57 | SEQ: 54259 | POS:123 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+58 | SEQ: 54260 | POS:124 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #080 | CurLen:  78 | Prev1: 124 | Prev2: 134 | Bets: 19 | Result: CLEAN CATCH
    T-13 | SEQ: 54317 | POS: 57 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-12 | SEQ: 54318 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-11 | SEQ: 54319 | POS: 59 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-10 | SEQ: 54320 | POS: 60 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-09 | SEQ: 54321 | POS: 61 | [V5_EARLY_S  ] | [shield  |shield  |shield  ]
    T-08 | SEQ: 54322 | POS: 62 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-07 | SEQ: 54323 | POS: 63 | [V5_EARLY_S  ] | [steal   |steal   |steal   ]
    T-06 | SEQ: 54324 | POS: 64 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-05 | SEQ: 54325 | POS: 65 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T-04 | SEQ: 54326 | POS: 66 | [V5_EARLY_S  ] | [spins   |spins   |spins   ]
    T-03 | SEQ: 54327 | POS: 67 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 54328 | POS: 68 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 54329 | POS: 69 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 54330 | POS: 70 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 54331 | POS: 71 | [V5_EARLY_S  ] | [coin    |coin    |steal   ]
    T+02 | SEQ: 54332 | POS: 72 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 54333 | POS: 73 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+04 | SEQ: 54334 | POS: 74 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 54335 | POS: 75 | [V5_EARLY_S  ] | [attack  |shield  |goldSack]
    T+06 | SEQ: 54336 | POS: 76 | [V5_EARLY_S  ] | [coin    |shield  |shield  ]
    T+07 | SEQ: 54337 | POS: 77 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+08 | SEQ: 54338 | POS: 78 | [V5_EARLY_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #081 | CurLen:  57 | Prev1:  78 | Prev2: 124 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 54384 | POS: 46 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 54385 | POS: 47 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T-03 | SEQ: 54386 | POS: 48 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-02 | SEQ: 54387 | POS: 49 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-01 | SEQ: 54388 | POS: 50 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 54389 | POS: 51 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 54390 | POS: 52 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+02 | SEQ: 54391 | POS: 53 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 54392 | POS: 54 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 54393 | POS: 55 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 54394 | POS: 56 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+06 | SEQ: 54395 | POS: 57 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #082 | CurLen: 176 | Prev1:  57 | Prev2:  78 | Bets: 43 | Result: LATE HIT
    T-04 | SEQ: 54516 | POS:121 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 54517 | POS:122 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 54518 | POS:123 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-01 | SEQ: 54519 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 54520 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 54521 | POS:126 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+02 | SEQ: 54522 | POS:127 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+03 | SEQ: 54523 | POS:128 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 54524 | POS:129 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+05 | SEQ: 54525 | POS:130 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+06 | SEQ: 54526 | POS:131 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+07 | SEQ: 54527 | POS:132 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+08 | SEQ: 54528 | POS:133 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+09 | SEQ: 54529 | POS:134 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+10 | SEQ: 54530 | POS:135 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+11 | SEQ: 54531 | POS:136 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+12 | SEQ: 54532 | POS:137 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+13 | SEQ: 54533 | POS:138 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+14 | SEQ: 54534 | POS:139 | [   WAITING  ] | [coin    |spins   |spins   ] <--- *SUB-DUP*
    T+15 | SEQ: 54535 | POS:140 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+16 | SEQ: 54536 | POS:141 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+17 | SEQ: 54537 | POS:142 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+18 | SEQ: 54538 | POS:143 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+19 | SEQ: 54539 | POS:144 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 54540 | POS:145 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 54541 | POS:146 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 54542 | POS:147 | [R02_IDEAL_RA] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+23 | SEQ: 54543 | POS:148 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 54544 | POS:149 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+25 | SEQ: 54545 | POS:150 | [V5_SHIELD_L ] | [attack  |spins   |goldSack]
    T+26 | SEQ: 54546 | POS:151 | [V5_SHIELD_L ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 54547 | POS:152 | [V5_SHIELD_L ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+28 | SEQ: 54548 | POS:153 | [V5_SHIELD_L ] | [coin    |coin    |steal   ]
    T+29 | SEQ: 54549 | POS:154 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+30 | SEQ: 54550 | POS:155 | [V5_SHIELD_L ] | [accumula|accumula|coin    ]
    T+31 | SEQ: 54551 | POS:156 | [V5_SHIELD_L ] | [coin    |steal   |steal   ]
    T+32 | SEQ: 54552 | POS:157 | [V5_SHIELD_L ] | [attack  |shield  |goldSack]
    T+33 | SEQ: 54553 | POS:158 | [V5_SHIELD_L ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+34 | SEQ: 54554 | POS:159 | [V5_SHIELD_L ] | [attack  |spins   |goldSack]
    T+35 | SEQ: 54555 | POS:160 | [V5_SHIELD_L ] | [attack  |shield  |goldSack]
    T+36 | SEQ: 54556 | POS:161 | [DEEP_PITY   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+37 | SEQ: 54557 | POS:162 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+38 | SEQ: 54558 | POS:163 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+39 | SEQ: 54559 | POS:164 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- *SUB-DUP*
    T+40 | SEQ: 54560 | POS:165 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+41 | SEQ: 54561 | POS:166 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+42 | SEQ: 54562 | POS:167 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+43 | SEQ: 54563 | POS:168 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+44 | SEQ: 54564 | POS:169 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+45 | SEQ: 54565 | POS:170 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+46 | SEQ: 54566 | POS:171 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+47 | SEQ: 54567 | POS:172 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+48 | SEQ: 54568 | POS:173 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+49 | SEQ: 54569 | POS:174 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+50 | SEQ: 54570 | POS:175 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+51 | SEQ: 54571 | POS:176 | [V5_SHIELD_L ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #083 | CurLen: 105 | Prev1: 176 | Prev2:  57 | Bets: 46 | Result: LATE HIT
    T-10 | SEQ: 54628 | POS: 57 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-09 | SEQ: 54629 | POS: 58 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-08 | SEQ: 54630 | POS: 59 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 54631 | POS: 60 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T-06 | SEQ: 54632 | POS: 61 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-05 | SEQ: 54633 | POS: 62 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T-04 | SEQ: 54634 | POS: 63 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 54635 | POS: 64 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T-02 | SEQ: 54636 | POS: 65 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 54637 | POS: 66 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 54638 | POS: 67 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 54639 | POS: 68 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+02 | SEQ: 54640 | POS: 69 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 54641 | POS: 70 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+04 | SEQ: 54642 | POS: 71 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+05 | SEQ: 54643 | POS: 72 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+06 | SEQ: 54644 | POS: 73 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+07 | SEQ: 54645 | POS: 74 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+08 | SEQ: 54646 | POS: 75 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+09 | SEQ: 54647 | POS: 76 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T+10 | SEQ: 54648 | POS: 77 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+11 | SEQ: 54649 | POS: 78 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+12 | SEQ: 54650 | POS: 79 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+13 | SEQ: 54651 | POS: 80 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+14 | SEQ: 54652 | POS: 81 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+15 | SEQ: 54653 | POS: 82 | [V5_EARLY_S  ] | [accumula|accumula|coin    ] <--- *SUB-DUP*
    T+16 | SEQ: 54654 | POS: 83 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+17 | SEQ: 54655 | POS: 84 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+18 | SEQ: 54656 | POS: 85 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+19 | SEQ: 54657 | POS: 86 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 54658 | POS: 87 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+21 | SEQ: 54659 | POS: 88 | [V5_EARLY_S  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+22 | SEQ: 54660 | POS: 89 | [V5_EARLY_S  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+23 | SEQ: 54661 | POS: 90 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+24 | SEQ: 54662 | POS: 91 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+25 | SEQ: 54663 | POS: 92 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+26 | SEQ: 54664 | POS: 93 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T+27 | SEQ: 54665 | POS: 94 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+28 | SEQ: 54666 | POS: 95 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+29 | SEQ: 54667 | POS: 96 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 54668 | POS: 97 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+31 | SEQ: 54669 | POS: 98 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T+32 | SEQ: 54670 | POS: 99 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+33 | SEQ: 54671 | POS:100 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T+34 | SEQ: 54672 | POS:101 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
