=== HIGH CATCH PUSH TRACE: AHMED ===

========================================================================================================================
 TARGET: ACCUMULATION
========================================================================================================================

E0 | Gap #004 | Len:  55 | Result: MISSED
    T+40 | SEQ: 46615 | POS: 41 | [WAITING] | [steal   |spins   |goldSack]
    T+57 | SEQ: 52258 | POS: 58 | [WAITING] | [attack  |coin    |coin    ] (REEL DUP!)
    T+58 | SEQ: 52259 | POS: 59 | [WAITING] | [steal   |spins   |goldSack]
    T+59 | SEQ: 52260 | POS: 60 | [WAITING] | [attack  |coin    |coin    ]
    T+60 | SEQ: 52261 | POS: 61 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #063 | Len: 108 | Result: CATCH
    T-05 | SEQ: 52361 | POS:100 | [BASE_100    ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 52362 | POS:101 | [BASE_100    ] | [attack  |attack  |coin    ]
    T-03 | SEQ: 52363 | POS:102 | [BASE_100    ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 52364 | POS:103 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T-01 | SEQ: 52365 | POS:104 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+00 | SEQ: 52366 | POS:105 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 52367 | POS:106 | [BASE_100    ] | [attack  |attack  |coin    ]
    T+02 | SEQ: 52368 | POS:107 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 52369 | POS:108 | [BASE_100    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #064 | Len: 147 | Result: FAIL
    T-05 | SEQ: 52469 | POS:100 | [BASE_100    ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 52470 | POS:101 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 52471 | POS:102 | [BASE_100    ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 52472 | POS:103 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-01 | SEQ: 52473 | POS:104 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+00 | SEQ: 52474 | POS:105 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 52475 | POS:106 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 52476 | POS:107 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 52477 | POS:108 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+04 | SEQ: 52478 | POS:109 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 52479 | POS:110 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 52480 | POS:111 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 52481 | POS:112 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 52482 | POS:113 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 52483 | POS:114 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 52484 | POS:115 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 52485 | POS:116 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 52486 | POS:117 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+13 | SEQ: 52487 | POS:118 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 52488 | POS:119 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 52489 | POS:120 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+16 | SEQ: 52490 | POS:121 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 52491 | POS:122 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 52492 | POS:123 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 52493 | POS:124 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 52494 | POS:125 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 52495 | POS:126 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 52496 | POS:127 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 52497 | POS:128 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 52498 | POS:129 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 52499 | POS:130 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+26 | SEQ: 52500 | POS:131 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+27 | SEQ: 52501 | POS:132 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+28 | SEQ: 52502 | POS:133 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+29 | SEQ: 52503 | POS:134 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+30 | SEQ: 52504 | POS:135 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+31 | SEQ: 52505 | POS:136 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+32 | SEQ: 52506 | POS:137 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+33 | SEQ: 52507 | POS:138 | [BASE_100    ] | [attack  |spins   |goldSack]
    T+34 | SEQ: 52508 | POS:139 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+35 | SEQ: 52509 | POS:140 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+36 | SEQ: 52510 | POS:141 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- [ HIGH BET $$$ ]
    T+37 | SEQ: 52511 | POS:142 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!)
    T+38 | SEQ: 52512 | POS:143 | [BASE_100    ] | [attack  |coin    |steal   ]
    T+39 | SEQ: 52513 | POS:144 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+40 | SEQ: 52514 | POS:145 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+41 | SEQ: 52515 | POS:146 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+42 | SEQ: 52516 | POS:147 | [BASE_100    ] | [spins   |spins   |spins   ] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #065 | Len:  15 | Result: MISSED
    T+00 | SEQ: 52517 | POS:  1 | [WAITING] | [coin    |coin    |steal   ]
    T+01 | SEQ: 52518 | POS:  2 | [WAITING] | [coin    |coin    |steal   ] (REEL DUP!)
    T+02 | SEQ: 52519 | POS:  3 | [WAITING] | [coin    |shield  |shield  ]
    T+03 | SEQ: 52520 | POS:  4 | [WAITING] | [coin    |coin    |coin    ]
    T+04 | SEQ: 52521 | POS:  5 | [WAITING] | [coin    |coin    |coin    ] (REEL DUP!)
    T+05 | SEQ: 52522 | POS:  6 | [WAITING] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 52523 | POS:  7 | [WAITING] | [attack  |spins   |goldSack]
    T+07 | SEQ: 52524 | POS:  8 | [WAITING] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 52525 | POS:  9 | [WAITING] | [accumula|accumula|coin    ]
    T+09 | SEQ: 52526 | POS: 10 | [WAITING] | [coin    |coin    |steal   ]
    T+10 | SEQ: 52527 | POS: 11 | [WAITING] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 52528 | POS: 12 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+12 | SEQ: 52529 | POS: 13 | [WAITING] | [attack  |spins   |goldSack]
    T+13 | SEQ: 52530 | POS: 14 | [WAITING] | [coin    |coin    |steal   ]
    T+14 | SEQ: 52531 | POS: 15 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #066 | Len:  65 | Result: MISSED
    T+50 | SEQ: 52582 | POS: 51 | [WAITING] | [accumula|goldSack|goldSack]
    T+51 | SEQ: 52583 | POS: 52 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+52 | SEQ: 52584 | POS: 53 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (REEL DUP!)
    T+53 | SEQ: 52585 | POS: 54 | [WAITING] | [attack  |coin    |steal   ]
    T+54 | SEQ: 52586 | POS: 55 | [WAITING] | [goldSack|goldSack|goldSack]
    T+55 | SEQ: 52587 | POS: 56 | [WAITING] | [accumula|goldSack|goldSack]
    T+56 | SEQ: 52588 | POS: 57 | [WAITING] | [coin    |coin    |coin    ]
    T+57 | SEQ: 52589 | POS: 58 | [WAITING] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+58 | SEQ: 52590 | POS: 59 | [WAITING] | [attack  |attack  |goldSack]
    T+59 | SEQ: 52591 | POS: 60 | [WAITING] | [coin    |coin    |coin    ]
    T+60 | SEQ: 52592 | POS: 61 | [WAITING] | [attack  |spins   |goldSack]
    T+61 | SEQ: 52593 | POS: 62 | [WAITING] | [coin    |steal   |steal   ]
    T+62 | SEQ: 52594 | POS: 63 | [WAITING] | [coin    |spins   |spins   ]
    T+63 | SEQ: 52595 | POS: 64 | [WAITING] | [accumula|accumula|coin    ]
    T+64 | SEQ: 52596 | POS: 65 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #067 | Len: 128 | Result: FAIL
    T-05 | SEQ: 52697 | POS:101 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-04 | SEQ: 52698 | POS:102 | [BASE_100    ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 52699 | POS:103 | [BASE_100    ] | [coin    |spins   |spins   ]
    T-02 | SEQ: 52700 | POS:104 | [BASE_100    ] | [coin    |coin    |coin    ]
    T-01 | SEQ: 52701 | POS:105 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 52702 | POS:106 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 52703 | POS:107 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 52704 | POS:108 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+03 | SEQ: 52705 | POS:109 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+04 | SEQ: 52706 | POS:110 | [BASE_100    ] | [coin    |steal   |spins   ]
    T+05 | SEQ: 52707 | POS:111 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+06 | SEQ: 52708 | POS:112 | [BASE_100    ] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+07 | SEQ: 52709 | POS:113 | [BASE_100    ] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 52710 | POS:114 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 52711 | POS:115 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+10 | SEQ: 52712 | POS:116 | [BASE_100    ] | [coin    |shield  |shield  ] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 52713 | POS:117 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+12 | SEQ: 52714 | POS:118 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+13 | SEQ: 52715 | POS:119 | [BASE_100    ] | [attack  |shield  |goldSack]
    T+14 | SEQ: 52716 | POS:120 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 52717 | POS:121 | [BASE_100    ] | [accumula|accumula|attack  ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 52718 | POS:122 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 52719 | POS:123 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 52720 | POS:124 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 52721 | POS:125 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 52722 | POS:126 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+21 | SEQ: 52723 | POS:127 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 52724 | POS:128 | [BASE_100    ] | [spins   |spins   |spins   ] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #068 | Len:  97 | Result: MISSED
    T+82 | SEQ: 52807 | POS: 83 | [WAITING] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+83 | SEQ: 52808 | POS: 84 | [WAITING] | [accumula|accumula|coin    ]
    T+84 | SEQ: 52809 | POS: 85 | [WAITING] | [coin    |coin    |steal   ]
    T+85 | SEQ: 52810 | POS: 86 | [WAITING] | [attack  |coin    |shield  ]
    T+86 | SEQ: 52811 | POS: 87 | [PRED] | [attack  |attack  |coin    ]
    T+87 | SEQ: 52812 | POS: 88 | [PRED] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+88 | SEQ: 52813 | POS: 89 | [PRED] | [attack  |coin    |shield  ]
    T+89 | SEQ: 52814 | POS: 90 | [PRED] | [attack  |shield  |goldSack]
    T+90 | SEQ: 52815 | POS: 91 | [PRED] | [accumula|accumula|coin    ]
    T+91 | SEQ: 52816 | POS: 92 | [PRED] | [coin    |coin    |steal   ]
    T+92 | SEQ: 52817 | POS: 93 | [PRED] | [attack  |spins   |goldSack]
    T+93 | SEQ: 52818 | POS: 94 | [PRED] | [coin    |steal   |steal   ]
    T+94 | SEQ: 52819 | POS: 95 | [PRED] | [steal   |spins   |goldSack]
    T+95 | SEQ: 52820 | POS: 96 | [PRED] | [attack  |attack  |coin    ]
    T+96 | SEQ: 52821 | POS: 97 | [PRED] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #069 | Len:  70 | Result: FAIL
    T-05 | SEQ: 52872 | POS: 51 | [WAITING] | [accumula|accumula|coin    ]
    T-04 | SEQ: 52873 | POS: 52 | [WAITING] | [attack  |steal   |goldSack]
    T-03 | SEQ: 52874 | POS: 53 | [WAITING] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 52875 | POS: 54 | [WAITING] | [coin    |shield  |shield  ]
    T-01 | SEQ: 52876 | POS: 55 | [PRED] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 52877 | POS: 56 | [PRED] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 52878 | POS: 57 | [PRED] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 52879 | POS: 58 | [PRED] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+03 | SEQ: 52880 | POS: 59 | [PRED] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+04 | SEQ: 52881 | POS: 60 | [PRED] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 52882 | POS: 61 | [PRED] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 52883 | POS: 62 | [PRED] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 52884 | POS: 63 | [PRED] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 52885 | POS: 64 | [PRED] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+09 | SEQ: 52886 | POS: 65 | [PRED] | [coin    |coin    |spins   ] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 52887 | POS: 66 | [PRED] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+11 | SEQ: 52888 | POS: 67 | [PRED] | [attack  |spins   |goldSack]
    T+12 | SEQ: 52889 | POS: 68 | [PRED] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+13 | SEQ: 52890 | POS: 69 | [PRED] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 52891 | POS: 70 | [PRED] | [spins   |spins   |spins   ] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #070 | Len:   6 | Result: MISSED
    T+00 | SEQ: 52892 | POS:  1 | [WAITING] | [accumula|goldSack|goldSack]
    T+01 | SEQ: 52893 | POS:  2 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+02 | SEQ: 52894 | POS:  3 | [WAITING] | [attack  |spins   |goldSack]
    T+03 | SEQ: 52895 | POS:  4 | [WAITING] | [attack  |spins   |goldSack] (REEL DUP!)
    T+04 | SEQ: 52896 | POS:  5 | [WAITING] | [coin    |coin    |spins   ]
    T+05 | SEQ: 52897 | POS:  6 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #071 | Len:  81 | Result: MISSED
    T+66 | SEQ: 52964 | POS: 67 | [WAITING] | [attack  |steal   |goldSack] (REEL DUP!)
    T+67 | SEQ: 52965 | POS: 68 | [WAITING] | [coin    |steal   |steal   ]
    T+68 | SEQ: 52966 | POS: 69 | [WAITING] | [attack  |steal   |goldSack]
    T+69 | SEQ: 52967 | POS: 70 | [WAITING] | [coin    |steal   |spins   ]
    T+70 | SEQ: 52968 | POS: 71 | [WAITING] | [goldSack|goldSack|goldSack]
    T+71 | SEQ: 52969 | POS: 72 | [WAITING] | [accumula|goldSack|goldSack]
    T+72 | SEQ: 52970 | POS: 73 | [WAITING] | [coin    |steal   |spins   ]
    T+73 | SEQ: 52971 | POS: 74 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+74 | SEQ: 52972 | POS: 75 | [WAITING] | [attack  |attack  |goldSack]
    T+75 | SEQ: 52973 | POS: 76 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+76 | SEQ: 52974 | POS: 77 | [WAITING] | [accumula|goldSack|goldSack]
    T+77 | SEQ: 52975 | POS: 78 | [WAITING] | [attack  |steal   |goldSack]
    T+78 | SEQ: 52976 | POS: 79 | [WAITING] | [coin    |coin    |coin    ]
    T+79 | SEQ: 52977 | POS: 80 | [WAITING] | [accumula|goldSack|goldSack]
    T+80 | SEQ: 52978 | POS: 81 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #072 | Len: 112 | Result: CATCH
    T-05 | SEQ: 53083 | POS:105 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 53084 | POS:106 | [BASE_100    ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 53085 | POS:107 | [BASE_100    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T-02 | SEQ: 53086 | POS:108 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-01 | SEQ: 53087 | POS:109 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+00 | SEQ: 53088 | POS:110 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 53089 | POS:111 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD) (REEL DUP!)
    T+02 | SEQ: 53090 | POS:112 | [BASE_100    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #073 | Len:  78 | Result: MISSED
    T+63 | SEQ: 53154 | POS: 64 | [WAITING] | [coin    |coin    |spins   ] (REEL DUP!)
    T+64 | SEQ: 53155 | POS: 65 | [WAITING] | [attack  |steal   |goldSack]
    T+65 | SEQ: 53156 | POS: 66 | [WAITING] | [attack  |steal   |goldSack] (REEL DUP!)
    T+66 | SEQ: 53157 | POS: 67 | [WAITING] | [coin    |coin    |coin    ]
    T+67 | SEQ: 53158 | POS: 68 | [WAITING] | [coin    |coin    |coin    ] (REEL DUP!)
    T+68 | SEQ: 53159 | POS: 69 | [WAITING] | [coin    |coin    |coin    ] (REEL DUP!)
    T+69 | SEQ: 53160 | POS: 70 | [WAITING] | [attack  |steal   |goldSack]
    T+70 | SEQ: 53161 | POS: 71 | [WAITING] | [accumula|goldSack|goldSack]
    T+71 | SEQ: 53162 | POS: 72 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+72 | SEQ: 53163 | POS: 73 | [WAITING] | [attack  |steal   |goldSack]
    T+73 | SEQ: 53164 | POS: 74 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+74 | SEQ: 53165 | POS: 75 | [WAITING] | [accumula|accumula|coin    ]
    T+75 | SEQ: 53166 | POS: 76 | [WAITING] | [attack  |steal   |goldSack]
    T+76 | SEQ: 53167 | POS: 77 | [WAITING] | [accumula|accumula|coin    ]
    T+77 | SEQ: 53168 | POS: 78 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #074 | Len:  36 | Result: MISSED
    T+21 | SEQ: 53190 | POS: 22 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+22 | SEQ: 53191 | POS: 23 | [WAITING] | [coin    |coin    |spins   ]
    T+23 | SEQ: 53192 | POS: 24 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+24 | SEQ: 53193 | POS: 25 | [WAITING] | [coin    |coin    |spins   ]
    T+25 | SEQ: 53194 | POS: 26 | [WAITING] | [attack  |attack  |coin    ]
    T+26 | SEQ: 53195 | POS: 27 | [WAITING] | [attack  |steal   |goldSack]
    T+27 | SEQ: 53196 | POS: 28 | [WAITING] | [attack  |steal   |goldSack] (REEL DUP!)
    T+28 | SEQ: 53197 | POS: 29 | [WAITING] | [attack  |spins   |goldSack]
    T+29 | SEQ: 53198 | POS: 30 | [WAITING] | [accumula|accumula|coin    ]
    T+30 | SEQ: 53199 | POS: 31 | [WAITING] | [attack  |spins   |goldSack]
    T+31 | SEQ: 53200 | POS: 32 | [WAITING] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 53201 | POS: 33 | [WAITING] | [attack  |spins   |goldSack]
    T+33 | SEQ: 53202 | POS: 34 | [WAITING] | [attack  |attack  |coin    ]
    T+34 | SEQ: 53203 | POS: 35 | [WAITING] | [accumula|goldSack|goldSack]
    T+35 | SEQ: 53204 | POS: 36 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #075 | Len:  57 | Result: MISSED
    T+42 | SEQ: 53247 | POS: 43 | [WAITING] | [attack  |steal   |goldSack]
    T+43 | SEQ: 53248 | POS: 44 | [WAITING] | [coin    |steal   |steal   ]
    T+44 | SEQ: 53249 | POS: 45 | [WAITING] | [goldSack|goldSack|goldSack]
    T+45 | SEQ: 53250 | POS: 46 | [WAITING] | [coin    |coin    |coin    ]
    T+46 | SEQ: 53251 | POS: 47 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+47 | SEQ: 53252 | POS: 48 | [WAITING] | [steal   |spins   |goldSack]
    T+48 | SEQ: 53253 | POS: 49 | [WAITING] | [attack  |spins   |goldSack]
    T+49 | SEQ: 53254 | POS: 50 | [WAITING] | [coin    |coin    |steal   ]
    T+50 | SEQ: 53255 | POS: 51 | [WAITING] | [coin    |spins   |spins   ]
    T+51 | SEQ: 53256 | POS: 52 | [WAITING] | [attack  |attack  |goldSack]
    T+52 | SEQ: 53257 | POS: 53 | [WAITING] | [accumula|goldSack|goldSack]
    T+53 | SEQ: 53258 | POS: 54 | [WAITING] | [goldSack|goldSack|goldSack]
    T+54 | SEQ: 53259 | POS: 55 | [WAITING] | [accumula|goldSack|goldSack]
    T+55 | SEQ: 53260 | POS: 56 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+56 | SEQ: 53261 | POS: 57 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #076 | Len:  29 | Result: MISSED
    T+14 | SEQ: 53276 | POS: 15 | [WAITING] | [accumula|accumula|coin    ]
    T+15 | SEQ: 53277 | POS: 16 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+16 | SEQ: 53278 | POS: 17 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (REEL DUP!)
    T+17 | SEQ: 53279 | POS: 18 | [WAITING] | [coin    |coin    |coin    ]
    T+18 | SEQ: 53280 | POS: 19 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+19 | SEQ: 53281 | POS: 20 | [WAITING] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 53282 | POS: 21 | [WAITING] | [attack  |attack  |goldSack]
    T+21 | SEQ: 53283 | POS: 22 | [WAITING] | [attack  |spins   |goldSack]
    T+22 | SEQ: 53284 | POS: 23 | [WAITING] | [goldSack|goldSack|goldSack]
    T+23 | SEQ: 53285 | POS: 24 | [WAITING] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 53286 | POS: 25 | [WAITING] | [coin    |steal   |steal   ]
    T+25 | SEQ: 53287 | POS: 26 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+26 | SEQ: 53288 | POS: 27 | [WAITING] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 53289 | POS: 28 | [WAITING] | [attack  |spins   |goldSack]
    T+28 | SEQ: 53290 | POS: 29 | [WAITING] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT
