=== MASTER TRACE: AHMED ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #003 | CurLen:  11 | Prev1:  29 | Prev2: 132 | Result: MISSED (NAT DUP)
    T-03 | SEQ: 46564 | POS:  1 | [   WAITING  ] | [steal   |steal   |steal   ]
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #116 | CurLen: 324 | Prev1:  19 | Prev2: 161 | Result: LATE HIT
    T-27 | SEQ: 56299 | POS:147 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-26 | SEQ: 56300 | POS:148 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-25 | SEQ: 56301 | POS:149 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-24 | SEQ: 56302 | POS:150 | [SPN_PITY    ] | [attack  |shield  |goldSack]
    T-23 | SEQ: 56303 | POS:151 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-22 | SEQ: 56304 | POS:152 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T-21 | SEQ: 56305 | POS:153 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-20 | SEQ: 56306 | POS:154 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-19 | SEQ: 56307 | POS:155 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T-18 | SEQ: 56308 | POS:156 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-17 | SEQ: 56309 | POS:157 | [SPN_PITY    ] | [shield  |goldSack|goldSack]
    T-16 | SEQ: 56310 | POS:158 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-15 | SEQ: 56311 | POS:159 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-14 | SEQ: 56312 | POS:160 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-13 | SEQ: 56313 | POS:161 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-12 | SEQ: 56314 | POS:162 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T-11 | SEQ: 56315 | POS:163 | [SPN_PITY    ] | [coin    |shield  |shield  ]
    T-10 | SEQ: 56316 | POS:164 | [SPN_PITY    ] | [accumula|accumula|attack  ]
    T-09 | SEQ: 56317 | POS:165 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-08 | SEQ: 56318 | POS:166 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-07 | SEQ: 56319 | POS:167 | [SPN_PITY    ] | [attack  |coin    |steal   ]
    T-06 | SEQ: 56320 | POS:168 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T-05 | SEQ: 56321 | POS:169 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T-04 | SEQ: 56322 | POS:170 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 56323 | POS:171 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-02 | SEQ: 56324 | POS:172 | [SPN_PITY    ] | [attack  |attack  |coin    ]
    T-01 | SEQ: 56325 | POS:173 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 56326 | POS:174 | [SPN_PITY    ] | [coin    |coin    |steal   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 56327 | POS:175 | [SPN_PITY    ] | [coin    |coin    |steal   ] <--- *SUB-DUP*
    T+02 | SEQ: 56328 | POS:176 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 56329 | POS:177 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+04 | SEQ: 56330 | POS:178 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 56331 | POS:179 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+06 | SEQ: 56332 | POS:180 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+07 | SEQ: 56333 | POS:181 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+08 | SEQ: 56334 | POS:182 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+09 | SEQ: 56335 | POS:183 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+10 | SEQ: 56336 | POS:184 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+11 | SEQ: 56337 | POS:185 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+12 | SEQ: 56338 | POS:186 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+13 | SEQ: 56339 | POS:187 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 56340 | POS:188 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+15 | SEQ: 56341 | POS:189 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+16 | SEQ: 56342 | POS:190 | [SPN_PITY    ] | [attack  |coin    |shield  ]
    T+17 | SEQ: 56343 | POS:191 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+18 | SEQ: 56344 | POS:192 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+19 | SEQ: 56345 | POS:193 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+20 | SEQ: 56346 | POS:194 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+21 | SEQ: 56347 | POS:195 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+22 | SEQ: 56348 | POS:196 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+23 | SEQ: 56349 | POS:197 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 56350 | POS:198 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+25 | SEQ: 56351 | POS:199 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+26 | SEQ: 56352 | POS:200 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+27 | SEQ: 56353 | POS:201 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+28 | SEQ: 56354 | POS:202 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+29 | SEQ: 56355 | POS:203 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 56356 | POS:204 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+31 | SEQ: 56357 | POS:205 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T+32 | SEQ: 56358 | POS:206 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+33 | SEQ: 56359 | POS:207 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+34 | SEQ: 56360 | POS:208 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+35 | SEQ: 56361 | POS:209 | [SPN_PITY    ] | [shield  |goldSack|goldSack]
    T+36 | SEQ: 56362 | POS:210 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 56363 | POS:211 | [SPN_PITY    ] | [attack  |attack  |coin    ]
    T+38 | SEQ: 56364 | POS:212 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+39 | SEQ: 56365 | POS:213 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+40 | SEQ: 56366 | POS:214 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+41 | SEQ: 56367 | POS:215 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+42 | SEQ: 56368 | POS:216 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+43 | SEQ: 56369 | POS:217 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+44 | SEQ: 56370 | POS:218 | [SPN_PITY    ] | [accumula|accumula|attack  ]
    T+45 | SEQ: 56371 | POS:219 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+46 | SEQ: 56372 | POS:220 | [SPN_PITY    ] | [attack  |shield  |goldSack]
    T+47 | SEQ: 56373 | POS:221 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+48 | SEQ: 56374 | POS:222 | [SPN_PITY    ] | [accumula|accumula|attack  ]
    T+49 | SEQ: 56375 | POS:223 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+50 | SEQ: 56376 | POS:224 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+51 | SEQ: 56377 | POS:225 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+52 | SEQ: 56378 | POS:226 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+53 | SEQ: 56379 | POS:227 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+54 | SEQ: 56380 | POS:228 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+55 | SEQ: 56381 | POS:229 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+56 | SEQ: 56382 | POS:230 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+57 | SEQ: 56383 | POS:231 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+58 | SEQ: 56384 | POS:232 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+59 | SEQ: 56385 | POS:233 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+60 | SEQ: 56386 | POS:234 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+61 | SEQ: 56387 | POS:235 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+62 | SEQ: 56388 | POS:236 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+63 | SEQ: 56389 | POS:237 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+64 | SEQ: 56390 | POS:238 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+65 | SEQ: 56391 | POS:239 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+66 | SEQ: 56392 | POS:240 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+67 | SEQ: 56393 | POS:241 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+68 | SEQ: 56394 | POS:242 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+69 | SEQ: 56395 | POS:243 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+70 | SEQ: 56396 | POS:244 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+71 | SEQ: 56397 | POS:245 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+72 | SEQ: 56398 | POS:246 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+73 | SEQ: 56399 | POS:247 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+74 | SEQ: 56400 | POS:248 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+75 | SEQ: 56401 | POS:249 | [SPN_PITY    ] | [shield  |goldSack|goldSack]
    T+76 | SEQ: 56402 | POS:250 | [SPN_PITY    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+77 | SEQ: 56403 | POS:251 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+78 | SEQ: 56404 | POS:252 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+79 | SEQ: 56405 | POS:253 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+80 | SEQ: 56406 | POS:254 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+81 | SEQ: 56407 | POS:255 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+82 | SEQ: 56408 | POS:256 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+83 | SEQ: 56409 | POS:257 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+84 | SEQ: 56410 | POS:258 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+85 | SEQ: 56411 | POS:259 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+86 | SEQ: 56412 | POS:260 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+87 | SEQ: 56413 | POS:261 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+88 | SEQ: 56414 | POS:262 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+89 | SEQ: 56415 | POS:263 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+90 | SEQ: 56416 | POS:264 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+91 | SEQ: 56417 | POS:265 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+92 | SEQ: 56418 | POS:266 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+93 | SEQ: 56419 | POS:267 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+94 | SEQ: 56420 | POS:268 | [SPN_PITY    ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+95 | SEQ: 56421 | POS:269 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+96 | SEQ: 56422 | POS:270 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+97 | SEQ: 56423 | POS:271 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+98 | SEQ: 56424 | POS:272 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+99 | SEQ: 56425 | POS:273 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+100 | SEQ: 56426 | POS:274 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+101 | SEQ: 56427 | POS:275 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+102 | SEQ: 56428 | POS:276 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+103 | SEQ: 56429 | POS:277 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+104 | SEQ: 56430 | POS:278 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+105 | SEQ: 56431 | POS:279 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+106 | SEQ: 56432 | POS:280 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+107 | SEQ: 56433 | POS:281 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+108 | SEQ: 56434 | POS:282 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+109 | SEQ: 56435 | POS:283 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+110 | SEQ: 56436 | POS:284 | [SPN_PITY    ] | [coin    |shield  |shield  ]
    T+111 | SEQ: 56437 | POS:285 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+112 | SEQ: 56438 | POS:286 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+113 | SEQ: 56439 | POS:287 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+114 | SEQ: 56440 | POS:288 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+115 | SEQ: 56441 | POS:289 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+116 | SEQ: 56442 | POS:290 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+117 | SEQ: 56443 | POS:291 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+118 | SEQ: 56444 | POS:292 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+119 | SEQ: 56445 | POS:293 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+120 | SEQ: 56446 | POS:294 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+121 | SEQ: 56447 | POS:295 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+122 | SEQ: 56448 | POS:296 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+123 | SEQ: 56449 | POS:297 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+124 | SEQ: 56450 | POS:298 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+125 | SEQ: 56451 | POS:299 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+126 | SEQ: 56452 | POS:300 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+127 | SEQ: 56453 | POS:301 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+128 | SEQ: 56454 | POS:302 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+129 | SEQ: 56455 | POS:303 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+130 | SEQ: 56456 | POS:304 | [SPN_PITY    ] | [attack  |coin    |shield  ]
    T+131 | SEQ: 56457 | POS:305 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+132 | SEQ: 56458 | POS:306 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+133 | SEQ: 56459 | POS:307 | [SPN_PITY    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+134 | SEQ: 56460 | POS:308 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+135 | SEQ: 56461 | POS:309 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+136 | SEQ: 56462 | POS:310 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T+137 | SEQ: 56463 | POS:311 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+138 | SEQ: 56464 | POS:312 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+139 | SEQ: 56465 | POS:313 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+140 | SEQ: 56466 | POS:314 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+141 | SEQ: 56467 | POS:315 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+142 | SEQ: 56468 | POS:316 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+143 | SEQ: 56469 | POS:317 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+144 | SEQ: 56470 | POS:318 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+145 | SEQ: 56471 | POS:319 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+146 | SEQ: 56472 | POS:320 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+147 | SEQ: 56473 | POS:321 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+148 | SEQ: 56474 | POS:322 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+149 | SEQ: 56475 | POS:323 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+150 | SEQ: 56476 | POS:324 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #119 | CurLen: 187 | Prev1:  43 | Prev2:  26 | Result: MISSED (NAT DUP)
    T-23 | SEQ: 56692 | POS:147 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-22 | SEQ: 56693 | POS:148 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-21 | SEQ: 56694 | POS:149 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-20 | SEQ: 56695 | POS:150 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-19 | SEQ: 56696 | POS:151 | [SPN_PITY    ] | [attack  |attack  |coin    ]
    T-18 | SEQ: 56697 | POS:152 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-17 | SEQ: 56698 | POS:153 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-16 | SEQ: 56699 | POS:154 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-15 | SEQ: 56700 | POS:155 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T-14 | SEQ: 56701 | POS:156 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 56702 | POS:157 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-12 | SEQ: 56703 | POS:158 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-11 | SEQ: 56704 | POS:159 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T-10 | SEQ: 56705 | POS:160 | [SPN_PITY    ] | [steal   |spins   |goldSack]
    T-09 | SEQ: 56706 | POS:161 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T-08 | SEQ: 56707 | POS:162 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-07 | SEQ: 56708 | POS:163 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T-06 | SEQ: 56709 | POS:164 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-05 | SEQ: 56710 | POS:165 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 56711 | POS:166 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 56712 | POS:167 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 56713 | POS:168 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T-01 | SEQ: 56714 | POS:169 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 56715 | POS:170 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 56716 | POS:171 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+02 | SEQ: 56717 | POS:172 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 56718 | POS:173 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+04 | SEQ: 56719 | POS:174 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 56720 | POS:175 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+06 | SEQ: 56721 | POS:176 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+07 | SEQ: 56722 | POS:177 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T+08 | SEQ: 56723 | POS:178 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+09 | SEQ: 56724 | POS:179 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 56725 | POS:180 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+11 | SEQ: 56726 | POS:181 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+12 | SEQ: 56727 | POS:182 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+13 | SEQ: 56728 | POS:183 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+14 | SEQ: 56729 | POS:184 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T+15 | SEQ: 56730 | POS:185 | [SPN_PITY    ] | [attack  |attack  |coin    ]
    T+16 | SEQ: 56731 | POS:186 | [SPN_PITY    ] | [attack  |coin    |steal   ]
    T+17 | SEQ: 56732 | POS:187 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #120 | CurLen:  95 | Prev1: 187 | Prev2:  43 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 56814 | POS: 82 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 56815 | POS: 83 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 56816 | POS: 84 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-02 | SEQ: 56817 | POS: 85 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-01 | SEQ: 56818 | POS: 86 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 56819 | POS: 87 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 56820 | POS: 88 | [   WAITING  ] | [steal   |steal   |goldSack]
    T+02 | SEQ: 56821 | POS: 89 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 56822 | POS: 90 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 56823 | POS: 91 | [   WAITING  ] | [accumula|accumula|goldSack]
    T+05 | SEQ: 56824 | POS: 92 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+06 | SEQ: 56825 | POS: 93 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+07 | SEQ: 56826 | POS: 94 | [   WAITING  ] | [attack  |coin    |spins   ]
    T+08 | SEQ: 56827 | POS: 95 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #124 | CurLen: 171 | Prev1:   5 | Prev2:  37 | Result: CLEAN CATCH
    T-16 | SEQ: 57146 | POS:147 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-15 | SEQ: 57147 | POS:148 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-14 | SEQ: 57148 | POS:149 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-13 | SEQ: 57149 | POS:150 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T-12 | SEQ: 57150 | POS:151 | [SPN_PITY    ] | [steal   |steal   |steal   ]
    T-11 | SEQ: 57151 | POS:152 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T-10 | SEQ: 57152 | POS:153 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T-09 | SEQ: 57153 | POS:154 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 57154 | POS:155 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T-07 | SEQ: 57155 | POS:156 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 57156 | POS:157 | [SPN_PITY    ] | [shield  |goldSack|goldSack]
    T-05 | SEQ: 57157 | POS:158 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 57158 | POS:159 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T-03 | SEQ: 57159 | POS:160 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T-02 | SEQ: 57160 | POS:161 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 57161 | POS:162 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T+00 | SEQ: 57162 | POS:163 | [SPN_PITY    ] | [shield  |shield  |shield  ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 57163 | POS:164 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+02 | SEQ: 57164 | POS:165 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+03 | SEQ: 57165 | POS:166 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+04 | SEQ: 57166 | POS:167 | [SPN_PITY    ] | [coin    |steal   |spins   ] <--- *SUB-DUP*
    T+05 | SEQ: 57167 | POS:168 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 57168 | POS:169 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+07 | SEQ: 57169 | POS:170 | [SPN_PITY    ] | [coin    |steal   |spins   ]
    T+08 | SEQ: 57170 | POS:171 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #125 | CurLen:  63 | Prev1: 171 | Prev2:   5 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 57221 | POS: 51 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 57222 | POS: 52 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-03 | SEQ: 57223 | POS: 53 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-02 | SEQ: 57224 | POS: 54 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 57225 | POS: 55 | [   WAITING  ] | [attack  |spins   |goldSack]
