=== MASTER TRACE: NICK ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #000 | CurLen:  51 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60977 | POS: 70 | [   WAITING  ] | [attack  |coin    |steal   ]

Gap #025 | CurLen:  52 | Prev1:  25 | Prev2: 173 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 62808 | POS: 38 | [   WAITING  ] | [accumula|accumula|goldSack]
    T-04 | SEQ: 62809 | POS: 39 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-03 | SEQ: 62810 | POS: 40 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-02 | SEQ: 62811 | POS: 41 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 62812 | POS: 42 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+00 | SEQ: 62813 | POS: 43 | [   WAITING  ] | [steal   |spins   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 62814 | POS: 44 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 62815 | POS: 45 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 62816 | POS: 46 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+04 | SEQ: 62817 | POS: 47 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T+05 | SEQ: 62818 | POS: 48 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+06 | SEQ: 62819 | POS: 49 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+07 | SEQ: 62820 | POS: 50 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+08 | SEQ: 62821 | POS: 51 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+09 | SEQ: 62822 | POS: 52 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #026 | CurLen:  62 | Prev1:  52 | Prev2:  25 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 62876 | POS: 54 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 62877 | POS: 55 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 62878 | POS: 56 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 62879 | POS: 57 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 62880 | POS: 58 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 62881 | POS: 59 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 62882 | POS: 60 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+02 | SEQ: 62883 | POS: 61 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+03 | SEQ: 62884 | POS: 62 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #030 | CurLen:  67 | Prev1:  15 | Prev2:  84 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 63095 | POS: 53 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 63096 | POS: 54 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 63097 | POS: 55 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-02 | SEQ: 63098 | POS: 56 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 63099 | POS: 57 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 63100 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 63101 | POS: 59 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 63102 | POS: 60 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 63103 | POS: 61 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+04 | SEQ: 63104 | POS: 62 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+05 | SEQ: 63105 | POS: 63 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 63106 | POS: 64 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+07 | SEQ: 63107 | POS: 65 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+08 | SEQ: 63108 | POS: 66 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+09 | SEQ: 63109 | POS: 67 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #031 | CurLen:  74 | Prev1:  67 | Prev2:  15 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 63172 | POS: 63 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 63173 | POS: 64 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-03 | SEQ: 63174 | POS: 65 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-02 | SEQ: 63175 | POS: 66 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 63176 | POS: 67 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+00 | SEQ: 63177 | POS: 68 | [   WAITING  ] | [goldSack|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 63178 | POS: 69 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+02 | SEQ: 63179 | POS: 70 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+03 | SEQ: 63180 | POS: 71 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+04 | SEQ: 63181 | POS: 72 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 63182 | POS: 73 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 63183 | POS: 74 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #032 | CurLen:  48 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 63293 | POS: 35 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-04 | SEQ: 63294 | POS: 36 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-03 | SEQ: 63295 | POS: 37 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-02 | SEQ: 63296 | POS: 38 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 63297 | POS: 39 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 63298 | POS: 40 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 63299 | POS: 41 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 63300 | POS: 42 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+03 | SEQ: 63301 | POS: 43 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+04 | SEQ: 63302 | POS: 44 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 63303 | POS: 45 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+06 | SEQ: 63304 | POS: 46 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #033 | CurLen: 153 | Prev1:  46 | Prev2:   0 | Result: CLEAN CATCH
    T-04 | SEQ: 63451 | POS:147 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-03 | SEQ: 63452 | POS:148 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-02 | SEQ: 63453 | POS:149 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-01 | SEQ: 63454 | POS:150 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 63455 | POS:151 | [SPN_PITY    ] | [attack  |steal   |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 63456 | POS:152 | [SPN_PITY    ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+02 | SEQ: 63457 | POS:153 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #034 | CurLen:  78 | Prev1: 153 | Prev2:  46 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 63524 | POS: 67 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 63525 | POS: 68 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 63526 | POS: 69 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 63527 | POS: 70 | [   WAITING  ] | [attack  |coin    |spins   ]
    T-01 | SEQ: 63528 | POS: 71 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 63529 | POS: 72 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 63530 | POS: 73 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+02 | SEQ: 63531 | POS: 74 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+03 | SEQ: 63532 | POS: 75 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+04 | SEQ: 63533 | POS: 76 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+05 | SEQ: 63534 | POS: 77 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 63535 | POS: 78 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #035 | CurLen: 108 | Prev1:  78 | Prev2: 153 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 63630 | POS: 95 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 63631 | POS: 96 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-03 | SEQ: 63632 | POS: 97 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-02 | SEQ: 63633 | POS: 98 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 63634 | POS: 99 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 63635 | POS:100 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 63636 | POS:101 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 63637 | POS:102 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 63638 | POS:103 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 63639 | POS:104 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+05 | SEQ: 63640 | POS:105 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+06 | SEQ: 63641 | POS:106 | [   WAITING  ] | [coin    |steal   |shield  ]
    T+07 | SEQ: 63642 | POS:107 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+08 | SEQ: 63643 | POS:108 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #038 | CurLen: 124 | Prev1:  14 | Prev2: 106 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 63877 | POS:114 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-04 | SEQ: 63878 | POS:115 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 63879 | POS:116 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-02 | SEQ: 63880 | POS:117 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 63881 | POS:118 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 63882 | POS:119 | [   WAITING  ] | [coin    |steal   |spins   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 63883 | POS:120 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 63884 | POS:121 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+03 | SEQ: 63885 | POS:122 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+04 | SEQ: 63886 | POS:123 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 63887 | POS:124 | [SPN_SNIPER  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #041 | CurLen: 186 | Prev1:  22 | Prev2:  90 | Result: MISSED (NAT DUP)
    T-24 | SEQ: 64218 | POS:147 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-23 | SEQ: 64219 | POS:148 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-22 | SEQ: 64220 | POS:149 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-21 | SEQ: 64221 | POS:150 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-20 | SEQ: 64222 | POS:151 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T-19 | SEQ: 64223 | POS:152 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-18 | SEQ: 64224 | POS:153 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T-17 | SEQ: 64225 | POS:154 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T-16 | SEQ: 64226 | POS:155 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-15 | SEQ: 64227 | POS:156 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T-14 | SEQ: 64228 | POS:157 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-13 | SEQ: 64229 | POS:158 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-12 | SEQ: 64230 | POS:159 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-11 | SEQ: 64231 | POS:160 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-10 | SEQ: 64232 | POS:161 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T-09 | SEQ: 64233 | POS:162 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-08 | SEQ: 64234 | POS:163 | [SPN_PITY    ] | [coin    |coin    |steal   ]
    T-07 | SEQ: 64235 | POS:164 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T-06 | SEQ: 64236 | POS:165 | [SPN_PITY    ] | [attack  |spins   |goldSack]
    T-05 | SEQ: 64237 | POS:166 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 64238 | POS:167 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-03 | SEQ: 64239 | POS:168 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 64240 | POS:169 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 64241 | POS:170 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 64242 | POS:171 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64243 | POS:172 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+02 | SEQ: 64244 | POS:173 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 64245 | POS:174 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 64246 | POS:175 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 64247 | POS:176 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T+06 | SEQ: 64248 | POS:177 | [SPN_PITY    ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+07 | SEQ: 64249 | POS:178 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 64250 | POS:179 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+09 | SEQ: 64251 | POS:180 | [SPN_PITY    ] | [attack  |attack  |goldSack]
    T+10 | SEQ: 64252 | POS:181 | [SPN_PITY    ] | [attack  |attack  |goldSack] <--- *SUB-DUP*
    T+11 | SEQ: 64253 | POS:182 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+12 | SEQ: 64254 | POS:183 | [SPN_PITY    ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+13 | SEQ: 64255 | POS:184 | [SPN_PITY    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+14 | SEQ: 64256 | POS:185 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T+15 | SEQ: 64257 | POS:186 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #043 | CurLen:  78 | Prev1: 117 | Prev2: 186 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 64438 | POS: 64 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 64439 | POS: 65 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 64440 | POS: 66 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-02 | SEQ: 64441 | POS: 67 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 64442 | POS: 68 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 64443 | POS: 69 | [   WAITING  ] | [attack  |steal   |goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 64444 | POS: 70 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+02 | SEQ: 64445 | POS: 71 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 64446 | POS: 72 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+04 | SEQ: 64447 | POS: 73 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+05 | SEQ: 64448 | POS: 74 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+06 | SEQ: 64449 | POS: 75 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 64450 | POS: 76 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+08 | SEQ: 64451 | POS: 77 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+09 | SEQ: 64452 | POS: 78 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #044 | CurLen: 167 | Prev1:  78 | Prev2: 117 | Result: CLEAN CATCH
    T-15 | SEQ: 64599 | POS:147 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-14 | SEQ: 64600 | POS:148 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-13 | SEQ: 64601 | POS:149 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-12 | SEQ: 64602 | POS:150 | [SPN_PITY    ] | [attack  |steal   |goldSack]
    T-11 | SEQ: 64603 | POS:151 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-10 | SEQ: 64604 | POS:152 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T-09 | SEQ: 64605 | POS:153 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-08 | SEQ: 64606 | POS:154 | [SPN_PITY    ] | [coin    |coin    |coin    ]
    T-07 | SEQ: 64607 | POS:155 | [SPN_PITY    ] | [attack  |attack  |coin    ]
    T-06 | SEQ: 64608 | POS:156 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T-05 | SEQ: 64609 | POS:157 | [SPN_PITY    ] | [coin    |spins   |spins   ]
    T-04 | SEQ: 64610 | POS:158 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 64611 | POS:159 | [SPN_PITY    ] | [attack  |attack  |attack  ]
    T-02 | SEQ: 64612 | POS:160 | [SPN_PITY    ] | [shield  |shield  |shield  ]
    T-01 | SEQ: 64613 | POS:161 | [SPN_PITY    ] | [coin    |steal   |steal   ]
    T+00 | SEQ: 64614 | POS:162 | [SPN_PITY    ] | [coin    |steal   |steal   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64615 | POS:163 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 64616 | POS:164 | [SPN_PITY    ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 64617 | POS:165 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 64618 | POS:166 | [SPN_PITY    ] | [coin    |coin    |spins   ]
    T+05 | SEQ: 64619 | POS:167 | [SPN_PITY    ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #045 | CurLen:  19 | Prev1: 167 | Prev2:  78 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 64630 | POS: 11 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 64631 | POS: 12 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 64632 | POS: 13 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 64633 | POS: 14 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-01 | SEQ: 64634 | POS: 15 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+00 | SEQ: 64635 | POS: 16 | [   WAITING  ] | [accumula|accumula|coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 64636 | POS: 17 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 64637 | POS: 18 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+03 | SEQ: 64638 | POS: 19 | [   WAITING  ] | [spins   |spins   |spins   ] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #047 | CurLen: 197 | Prev1:  52 | Prev2:  19 | Result: LATE HIT
    T-25 | SEQ: 64807 | POS:117 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-24 | SEQ: 64808 | POS:118 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-23 | SEQ: 64809 | POS:119 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-22 | SEQ: 64810 | POS:120 | [SPN_SNIPER  ] | [steal   |steal   |steal   ]
    T-21 | SEQ: 64811 | POS:121 | [SPN_SNIPER  ] | [coin    |coin    |coin    ]
    T-20 | SEQ: 64812 | POS:122 | [SPN_SNIPER  ] | [attack  |attack  |attack  ]
    T-19 | SEQ: 64813 | POS:123 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T-18 | SEQ: 64814 | POS:124 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T-17 | SEQ: 64815 | POS:125 | [SPN_SNIPER  ] | [shield  |shield  |shield  ]
    T-16 | SEQ: 64816 | POS:126 | [SPN_SNIPER  ] | [coin    |coin    |steal   ]
    T-15 | SEQ: 64817 | POS:127 | [SPN_SNIPER  ] | [accumula|accumula|coin    ]
    T-14 | SEQ: 64818 | POS:128 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 64819 | POS:129 | [   WAITING  ] | [accumula|accumula|accumula]
    T-12 | SEQ: 64820 | POS:130 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-11 | SEQ: 64821 | POS:131 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-10 | SEQ: 64822 | POS:132 | [   WAITING  ] | [shield  |goldSack|goldSack]
    T-09 | SEQ: 64823 | POS:133 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-08 | SEQ: 64824 | POS:134 | [   WAITING  ] | [steal   |spins   |goldSack]
    T-07 | SEQ: 64825 | POS:135 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-06 | SEQ: 64826 | POS:136 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-05 | SEQ: 64827 | POS:137 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-04 | SEQ: 64828 | POS:138 | [SPN_SNIPER  ] | [coin    |spins   |spins   ]
    T-03 | SEQ: 64829 | POS:139 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 64830 | POS:140 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T-01 | SEQ: 64831 | POS:141 | [SPN_SNIPER  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 64832 | POS:142 | [SPN_SNIPER  ] | [attack  |attack  |attack  ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 64833 | POS:143 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+02 | SEQ: 64834 | POS:144 | [SPN_SNIPER  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+03 | SEQ: 64835 | POS:145 | [SPN_SNIPER  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 64836 | POS:146 | [SPN_SNIPER  ] | [attack  |attack  |coin    ]
    T+05 | SEQ: 64837 | POS:147 | [SPN_SNIPER  ] | [attack  |spins   |goldSack]
    T+06 | SEQ: 64838 | POS:148 | [SPN_SNIPER  ] | [coin    |steal   |spins   ]
    T+07 | SEQ: 64839 | POS:149 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+08 | SEQ: 64840 | POS:150 | [SPN_SNIPER  ] | [accumula|accumula|coin    ]
    T+09 | SEQ: 64841 | POS:151 | [SPN_SNIPER  ] | [coin    |steal   |steal   ]
    T+10 | SEQ: 64842 | POS:152 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 64843 | POS:153 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+12 | SEQ: 64844 | POS:154 | [SPN_SNIPER  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+13 | SEQ: 64845 | POS:155 | [SPN_SNIPER  ] | [attack  |attack  |goldSack]
    T+14 | SEQ: 64846 | POS:156 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 64847 | POS:157 | [SPN_SNIPER  ] | [steal   |spins   |goldSack]
    T+16 | SEQ: 64848 | POS:158 | [SPN_SNIPER  ] | [accumula|accumula|accumula] <--- MINOR [ACCUMULATION]
    T+17 | SEQ: 64849 | POS:159 | [SPN_SNIPER  ] | [coin    |steal   |spins   ]
    T+18 | SEQ: 64850 | POS:160 | [SPN_SNIPER  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+19 | SEQ: 64851 | POS:161 | [SPN_SNIPER  ] | [goldSack|goldSack|goldSack]
    T+20 | SEQ: 64852 | POS:162 | [SPN_SNIPER  ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 64853 | POS:163 | [SPN_SNIPER  ] | [accumula|accumula|coin    ]
    T+22 | SEQ: 64854 | POS:164 | [SPN_SNIPER  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+23 | SEQ: 64855 | POS:165 | [SPN_PITY    ] | [attack  |coin    |coin    ]
    T+24 | SEQ: 64856 | POS:166 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+25 | SEQ: 64857 | POS:167 | [SPN_SNIPER  ] | [attack  |coin    |spins   ]
    T+26 | SEQ: 64858 | POS:168 | [SPN_SNIPER  ] | [accumula|accumula|coin    ]
    T+27 | SEQ: 64859 | POS:169 | [SPN_PITY    ] | [goldSack|goldSack|goldSack]
    T+28 | SEQ: 64860 | POS:170 | [SPN_PITY    ] | [attack  |coin    |steal   ]
    T+29 | SEQ: 64861 | POS:171 | [SPN_PITY    ] | [accumula|goldSack|goldSack]
    T+30 | SEQ: 64862 | POS:172 | [SPN_PITY    ] | [coin    |coin    |coin    ]
